route_id,timestamp,speed_kmh,vehicle_volume,travel_time_min
A->B,2025-04-07 04:54:00,54.4,84,11.0
C->D,2025-04-07 04:54:00,63.8,80,9.4
B->C,2025-04-07 04:54:00,79.3,72,7.6
A->C,2025-04-07 04:55:00,58.3,74,10.3
A->B,2025-04-07 04:55:00,76.6,67,7.8
A->B,2025-04-07 04:55:00,71.3,71,8.4
A->C,2025-04-07 04:55:00,74.4,81,8.1
A->B,2025-04-07 04:55:00,73.8,68,8.1
A->B,2025-04-07 04:56:00,52.9,74,11.3
A->B,2025-04-07 04:56:00,75.4,69,8.0
B->D,2025-04-07 04:56:00,68.4,59,8.8
C->D,2025-04-07 04:57:00,74.5,69,8.1
B->D,2025-04-07 04:57:00,50.4,73,11.9
C->D,2025-04-07 04:58:00,55.6,78,10.8
B->C,2025-04-07 04:58:00,72.1,66,8.3
A->B,2025-04-07 04:58:00,69.0,73,8.7
A->B,2025-04-07 04:59:00,52.9,76,11.3
A->B,2025-04-07 04:59:00,69.1,62,8.7
B->D,2025-04-07 05:00:00,61.7,80,9.7
B->C,2025-04-07 05:00:00,54.1,75,11.1
A->C,2025-04-07 05:00:00,55.7,70,10.8
C->D,2025-04-07 05:01:00,50.1,70,12.0
B->C,2025-04-07 05:01:00,72.1,76,8.3
C->D,2025-04-07 05:01:00,51.5,77,11.6
B->C,2025-04-07 05:01:00,77.0,70,7.8
A->B,2025-04-07 05:02:00,63.5,68,9.5
B->C,2025-04-07 05:02:00,61.1,70,9.8
B->C,2025-04-07 05:03:00,58.8,60,10.2
C->D,2025-04-07 05:04:00,70.1,65,8.6
C->D,2025-04-07 05:04:00,78.1,71,7.7
A->C,2025-04-07 05:04:00,52.8,74,11.4
A->C,2025-04-07 05:05:00,75.4,75,8.0
A->B,2025-04-07 05:05:00,75.6,65,7.9
A->C,2025-04-07 05:05:00,67.9,66,8.8
B->C,2025-04-07 05:06:00,62.1,62,9.7
A->C,2025-04-07 05:06:00,72.6,62,8.3
B->D,2025-04-07 05:06:00,58.8,74,10.2
A->C,2025-04-07 05:06:00,59.8,71,10.0
C->D,2025-04-07 05:07:00,73.2,67,8.2
B->C,2025-04-07 05:07:00,73.3,74,8.2
A->C,2025-04-07 05:07:00,77.9,88,7.7
B->D,2025-04-07 05:07:00,73.4,74,8.2
A->C,2025-04-07 05:08:00,54.9,70,10.9
B->C,2025-04-07 05:08:00,57.9,69,10.4
A->C,2025-04-07 05:08:00,62.7,73,9.6
A->C,2025-04-07 05:09:00,72.2,66,8.3
B->C,2025-04-07 05:09:00,75.9,69,7.9
A->C,2025-04-07 05:11:00,77.5,72,7.7
A->C,2025-04-07 05:11:00,50.4,72,11.9
A->C,2025-04-07 05:12:00,50.6,60,11.9
A->B,2025-04-07 05:12:00,56.1,67,10.7
B->C,2025-04-07 05:13:00,71.8,56,8.4
A->C,2025-04-07 05:13:00,72.4,63,8.3
A->C,2025-04-07 05:14:00,77.9,78,7.7
C->D,2025-04-07 05:15:00,62.2,66,9.6
A->B,2025-04-07 05:15:00,59.0,75,10.2
C->D,2025-04-07 05:15:00,79.2,69,7.6
A->B,2025-04-07 05:16:00,53.0,60,11.3
B->C,2025-04-07 05:17:00,55.2,69,10.9
A->C,2025-04-07 05:17:00,68.6,58,8.8
B->C,2025-04-07 05:17:00,74.5,68,8.1
A->C,2025-04-07 05:18:00,53.1,72,11.3
B->C,2025-04-07 05:18:00,55.7,73,10.8
B->D,2025-04-07 05:18:00,63.5,62,9.5
A->C,2025-04-07 05:18:00,60.0,67,10.0
B->C,2025-04-07 05:19:00,58.0,74,10.3
B->C,2025-04-07 05:19:00,59.5,77,10.1
B->C,2025-04-07 05:20:00,63.4,70,9.5
C->D,2025-04-07 05:20:00,65.9,66,9.1
A->B,2025-04-07 05:21:00,68.3,62,8.8
A->B,2025-04-07 05:21:00,59.2,69,10.1
B->C,2025-04-07 05:22:00,61.9,75,9.7
A->B,2025-04-07 05:22:00,79.0,69,7.6
A->B,2025-04-07 05:24:00,62.8,69,9.5
B->D,2025-04-07 05:24:00,62.4,69,9.6
C->D,2025-04-07 05:24:00,52.2,70,11.5
A->B,2025-04-07 05:25:00,54.7,72,11.0
B->D,2025-04-07 05:26:00,76.0,77,7.9
A->C,2025-04-07 05:27:00,52.4,87,11.4
B->C,2025-04-07 05:27:00,56.6,75,10.6
C->D,2025-04-07 05:27:00,77.8,63,7.7
B->C,2025-04-07 05:28:00,64.1,63,9.4
A->B,2025-04-07 05:28:00,53.5,66,11.2
A->C,2025-04-07 05:28:00,63.0,65,9.5
C->D,2025-04-07 05:29:00,64.8,62,9.3
B->D,2025-04-07 05:29:00,50.5,74,11.9
A->C,2025-04-07 05:29:00,74.9,61,8.0
A->C,2025-04-07 05:31:00,68.7,51,8.7
A->C,2025-04-07 05:32:00,71.2,74,8.4
B->C,2025-04-07 05:32:00,67.6,67,8.9
A->B,2025-04-07 05:33:00,77.5,63,7.7
B->C,2025-04-07 05:34:00,76.5,67,7.8
B->C,2025-04-07 05:35:00,72.0,71,8.3
A->B,2025-04-07 05:35:00,51.2,77,11.7
B->D,2025-04-07 05:35:00,58.3,70,10.3
A->C,2025-04-07 05:36:00,62.5,56,9.6
A->C,2025-04-07 05:36:00,50.8,72,11.8
A->C,2025-04-07 05:36:00,71.0,67,8.4
A->B,2025-04-07 05:37:00,63.1,65,9.5
C->D,2025-04-07 05:37:00,79.6,65,7.5
A->C,2025-04-07 05:38:00,54.0,71,11.1
C->D,2025-04-07 05:38:00,50.7,72,11.8
B->C,2025-04-07 05:39:00,59.7,65,10.0
B->C,2025-04-07 05:39:00,59.1,74,10.1
B->C,2025-04-07 05:40:00,76.5,72,7.8
B->D,2025-04-07 05:40:00,52.7,65,11.4
B->C,2025-04-07 05:40:00,65.8,68,9.1
A->C,2025-04-07 05:41:00,56.8,73,10.6
C->D,2025-04-07 05:42:00,62.7,56,9.6
B->C,2025-04-07 05:42:00,60.7,68,9.9
A->C,2025-04-07 05:42:00,57.3,82,10.5
A->C,2025-04-07 05:42:00,58.3,60,10.3
A->B,2025-04-07 05:43:00,71.3,72,8.4
A->B,2025-04-07 05:43:00,59.4,73,10.1
A->C,2025-04-07 05:43:00,50.6,79,11.9
A->C,2025-04-07 05:43:00,65.1,61,9.2
B->C,2025-04-07 05:44:00,64.9,62,9.2
A->C,2025-04-07 05:45:00,67.4,75,8.9
C->D,2025-04-07 05:45:00,75.4,80,8.0
B->C,2025-04-07 05:45:00,54.2,76,11.1
A->C,2025-04-07 05:45:00,54.4,61,11.0
C->D,2025-04-07 05:46:00,71.2,67,8.4
A->B,2025-04-07 05:46:00,63.1,72,9.5
C->D,2025-04-07 05:46:00,76.7,70,7.8
A->B,2025-04-07 05:46:00,68.3,74,8.8
B->C,2025-04-07 05:46:00,75.5,74,7.9
B->C,2025-04-07 05:48:00,55.0,74,10.9
B->C,2025-04-07 05:48:00,67.3,71,8.9
A->C,2025-04-07 05:49:00,62.7,74,9.6
B->D,2025-04-07 05:50:00,75.3,77,8.0
B->D,2025-04-07 05:51:00,70.6,62,8.5
B->C,2025-04-07 05:51:00,65.5,69,9.2
B->C,2025-04-07 05:54:00,78.2,57,7.7
B->C,2025-04-07 05:54:00,68.5,65,8.8
C->D,2025-04-07 05:54:00,66.1,75,9.1
A->B,2025-04-07 05:54:00,53.9,60,11.1
C->D,2025-04-07 05:54:00,58.5,77,10.3
A->B,2025-04-07 05:54:00,73.6,61,8.2
B->C,2025-04-07 05:55:00,79.5,60,7.5
B->D,2025-04-07 05:56:00,77.9,56,7.7
B->C,2025-04-07 05:56:00,65.4,70,9.2
C->D,2025-04-07 05:56:00,71.3,65,8.4
B->C,2025-04-07 05:57:00,59.8,77,10.0
B->D,2025-04-07 05:57:00,74.2,73,8.1
B->C,2025-04-07 05:57:00,60.1,67,10.0
B->D,2025-04-07 05:57:00,57.1,69,10.5
B->C,2025-04-07 05:58:00,61.2,63,9.8
B->D,2025-04-07 05:58:00,62.5,62,9.6
C->D,2025-04-07 05:58:00,71.1,70,8.4
C->D,2025-04-07 05:59:00,50.8,57,11.8
B->D,2025-04-07 05:59:00,79.7,59,7.5
B->C,2025-04-07 06:00:00,48.7,69,12.3
A->C,2025-04-07 06:00:00,37.6,65,16.0
A->B,2025-04-07 06:00:00,56.6,70,10.6
A->B,2025-04-07 06:01:00,49.4,79,12.1
A->B,2025-04-07 06:01:00,38.3,59,15.7
A->B,2025-04-07 06:02:00,53.3,53,11.3
A->C,2025-04-07 06:03:00,35.9,62,16.7
B->C,2025-04-07 06:04:00,35.3,69,17.0
A->C,2025-04-07 06:05:00,38.3,75,15.7
B->C,2025-04-07 06:05:00,40.9,71,14.7
A->C,2025-04-07 06:07:00,31.6,80,19.0
B->D,2025-04-07 06:08:00,40.9,72,14.7
A->C,2025-04-07 06:08:00,55.3,75,10.8
B->C,2025-04-07 06:08:00,31.7,56,18.9
A->B,2025-04-07 06:09:00,41.6,70,14.4
B->D,2025-04-07 06:09:00,43.4,73,13.8
A->C,2025-04-07 06:09:00,51.1,70,11.7
C->D,2025-04-07 06:10:00,50.5,64,11.9
B->C,2025-04-07 06:11:00,42.2,75,14.2
B->C,2025-04-07 06:12:00,43.9,74,13.7
B->C,2025-04-07 06:13:00,36.5,71,16.4
A->C,2025-04-07 06:13:00,50.0,80,12.0
B->C,2025-04-07 06:13:00,54.6,61,11.0
B->C,2025-04-07 06:13:00,56.9,64,10.5
C->D,2025-04-07 06:14:00,44.3,59,13.5
B->C,2025-04-07 06:15:00,53.5,68,11.2
B->D,2025-04-07 06:15:00,36.6,65,16.4
A->B,2025-04-07 06:16:00,48.5,74,12.4
C->D,2025-04-07 06:16:00,31.0,70,19.4
A->C,2025-04-07 06:17:00,50.2,57,12.0
B->C,2025-04-07 06:17:00,34.5,75,17.4
B->D,2025-04-07 06:18:00,54.2,66,11.1
B->D,2025-04-07 06:18:00,57.1,70,10.5
B->D,2025-04-07 06:19:00,47.2,67,12.7
B->C,2025-04-07 06:19:00,59.1,77,10.2
A->C,2025-04-07 06:19:00,59.7,63,10.0
B->D,2025-04-07 06:20:00,36.6,60,16.4
B->C,2025-04-07 06:20:00,43.6,65,13.7
C->D,2025-04-07 06:20:00,45.5,62,13.2
A->B,2025-04-07 06:21:00,49.3,72,12.2
B->D,2025-04-07 06:21:00,36.1,70,16.6
A->B,2025-04-07 06:22:00,53.1,62,11.3
A->B,2025-04-07 06:24:00,45.3,70,13.3
B->D,2025-04-07 06:24:00,56.9,72,10.6
C->D,2025-04-07 06:25:00,42.3,70,14.2
B->D,2025-04-07 06:25:00,57.1,65,10.5
A->B,2025-04-07 06:25:00,33.0,73,18.2
B->D,2025-04-07 06:25:00,59.7,62,10.0
B->D,2025-04-07 06:26:00,41.9,83,14.3
A->C,2025-04-07 06:26:00,32.4,88,18.5
A->B,2025-04-07 06:27:00,30.7,68,19.6
B->C,2025-04-07 06:28:00,52.3,84,11.5
C->D,2025-04-07 06:28:00,31.8,67,18.9
A->B,2025-04-07 06:30:00,46.4,70,12.9
B->C,2025-04-07 06:31:00,32.0,73,18.7
A->C,2025-04-07 06:31:00,43.4,74,13.8
B->C,2025-04-07 06:31:00,35.7,56,16.8
A->C,2025-04-07 06:32:00,33.2,68,18.1
B->D,2025-04-07 06:32:00,44.0,65,13.6
A->C,2025-04-07 06:32:00,32.0,74,18.8
A->C,2025-04-07 06:33:00,42.2,79,14.2
A->B,2025-04-07 06:34:00,32.8,70,18.3
B->C,2025-04-07 06:34:00,59.1,60,10.1
A->C,2025-04-07 06:35:00,45.9,73,13.1
A->C,2025-04-07 06:35:00,35.5,70,16.9
B->C,2025-04-07 06:36:00,36.3,67,16.5
A->C,2025-04-07 06:37:00,56.3,75,10.6
A->B,2025-04-07 06:37:00,45.0,71,13.3
B->D,2025-04-07 06:38:00,48.9,79,12.3
C->D,2025-04-07 06:38:00,48.7,62,12.3
A->C,2025-04-07 06:38:00,35.4,61,17.0
A->C,2025-04-07 06:39:00,38.9,67,15.4
B->D,2025-04-07 06:40:00,55.7,70,10.8
A->B,2025-04-07 06:40:00,59.1,69,10.1
C->D,2025-04-07 06:40:00,40.2,65,14.9
A->B,2025-04-07 06:40:00,38.6,66,15.5
B->D,2025-04-07 06:40:00,50.3,70,11.9
A->C,2025-04-07 06:41:00,56.4,65,10.6
A->B,2025-04-07 06:41:00,41.6,82,14.4
A->C,2025-04-07 06:43:00,34.8,66,17.3
A->C,2025-04-07 06:43:00,33.9,69,17.7
B->C,2025-04-07 06:43:00,43.7,70,13.7
B->D,2025-04-07 06:44:00,49.5,61,12.1
B->C,2025-04-07 06:44:00,36.8,74,16.3
A->B,2025-04-07 06:44:00,58.3,73,10.3
A->B,2025-04-07 06:44:00,53.8,62,11.2
A->B,2025-04-07 06:45:00,55.8,70,10.8
A->C,2025-04-07 06:45:00,56.6,72,10.6
C->D,2025-04-07 06:46:00,46.1,60,13.0
B->C,2025-04-07 06:47:00,44.3,81,13.5
B->D,2025-04-07 06:48:00,57.7,74,10.4
B->D,2025-04-07 06:50:00,33.3,56,18.0
A->B,2025-04-07 06:50:00,39.6,70,15.2
A->B,2025-04-07 06:51:00,31.6,77,19.0
C->D,2025-04-07 06:51:00,43.1,64,13.9
B->C,2025-04-07 06:51:00,53.4,71,11.2
A->B,2025-04-07 06:52:00,58.7,74,10.2
B->C,2025-04-07 06:52:00,55.5,75,10.8
A->B,2025-04-07 06:52:00,55.3,59,10.9
A->C,2025-04-07 06:52:00,44.9,60,13.4
B->D,2025-04-07 06:52:00,32.1,68,18.7
A->B,2025-04-07 06:53:00,44.8,67,13.4
B->C,2025-04-07 06:53:00,48.7,65,12.3
A->B,2025-04-07 06:53:00,31.8,58,18.8
C->D,2025-04-07 06:53:00,51.4,77,11.7
B->D,2025-04-07 06:53:00,41.4,65,14.5
B->C,2025-04-07 06:54:00,41.4,72,14.5
C->D,2025-04-07 06:54:00,47.3,62,12.7
B->C,2025-04-07 06:55:00,50.9,56,11.8
C->D,2025-04-07 06:55:00,59.3,61,10.1
B->D,2025-04-07 06:55:00,56.5,68,10.6
C->D,2025-04-07 06:55:00,34.2,70,17.6
C->D,2025-04-07 06:55:00,50.2,77,11.9
A->C,2025-04-07 06:56:00,45.5,71,13.2
C->D,2025-04-07 06:57:00,56.7,68,10.6
B->C,2025-04-07 06:57:00,46.0,77,13.0
B->C,2025-04-07 06:58:00,40.6,65,14.8
B->D,2025-04-07 06:58:00,46.0,75,13.0
C->D,2025-04-07 06:59:00,31.9,67,18.8
A->C,2025-04-07 07:01:00,17.8,139,33.7
A->C,2025-04-07 07:01:00,33.1,136,18.2
B->D,2025-04-07 07:01:00,33.4,153,18.0
A->C,2025-04-07 07:02:00,20.4,136,29.4
A->B,2025-04-07 07:02:00,15.9,138,37.7
A->C,2025-04-07 07:03:00,25.4,166,23.6
A->B,2025-04-07 07:04:00,22.1,141,27.2
A->B,2025-04-07 07:04:00,28.9,142,20.8
B->D,2025-04-07 07:05:00,28.0,147,21.4
C->D,2025-04-07 07:05:00,25.4,168,23.7
A->C,2025-04-07 07:06:00,25.3,150,23.7
A->B,2025-04-07 07:07:00,31.9,148,18.8
A->B,2025-04-07 07:07:00,32.3,168,18.6
A->B,2025-04-07 07:07:00,22.9,136,26.2
B->D,2025-04-07 07:07:00,26.1,141,23.0
A->C,2025-04-07 07:08:00,15.6,136,38.6
B->D,2025-04-07 07:09:00,20.8,184,28.8
B->D,2025-04-07 07:09:00,17.6,141,34.0
C->D,2025-04-07 07:09:00,28.2,144,21.2
A->C,2025-04-07 07:09:00,23.9,148,25.1
B->D,2025-04-07 07:10:00,22.4,147,26.8
B->D,2025-04-07 07:10:00,25.1,139,23.9
A->C,2025-04-07 07:11:00,23.7,148,25.4
A->C,2025-04-07 07:11:00,24.8,153,24.1
A->B,2025-04-07 07:12:00,18.9,153,31.8
B->D,2025-04-07 07:12:00,25.7,156,23.4
A->C,2025-04-07 07:12:00,28.9,156,20.7
B->C,2025-04-07 07:12:00,17.5,141,34.3
A->B,2025-04-07 07:12:00,23.9,147,25.1
A->B,2025-04-07 07:13:00,16.1,156,37.3
A->B,2025-04-07 07:13:00,33.4,165,18.0
B->D,2025-04-07 07:13:00,22.9,154,26.2
B->D,2025-04-07 07:13:00,21.7,160,27.7
B->D,2025-04-07 07:13:00,20.2,136,29.7
A->B,2025-04-07 07:13:00,20.0,156,30.1
A->C,2025-04-07 07:14:00,18.2,151,32.9
B->C,2025-04-07 07:15:00,16.3,148,36.7
B->C,2025-04-07 07:15:00,27.3,159,21.9
A->C,2025-04-07 07:16:00,17.1,169,35.0
B->D,2025-04-07 07:16:00,34.4,142,17.5
C->D,2025-04-07 07:18:00,33.8,148,17.8
B->D,2025-04-07 07:19:00,25.7,142,23.4
B->D,2025-04-07 07:19:00,28.4,126,21.1
A->B,2025-04-07 07:21:00,34.1,157,17.6
B->C,2025-04-07 07:21:00,34.3,150,17.5
B->C,2025-04-07 07:22:00,18.6,141,32.2
B->C,2025-04-07 07:23:00,24.4,148,24.6
A->C,2025-04-07 07:23:00,29.1,163,20.6
B->C,2025-04-07 07:23:00,29.5,168,20.3
B->D,2025-04-07 07:24:00,25.9,153,23.2
C->D,2025-04-07 07:24:00,24.7,138,24.3
B->C,2025-04-07 07:25:00,18.0,133,33.4
A->C,2025-04-07 07:25:00,18.2,136,33.0
B->D,2025-04-07 07:26:00,16.7,156,35.9
A->C,2025-04-07 07:26:00,30.6,150,19.6
B->D,2025-04-07 07:27:00,17.4,139,34.4
B->C,2025-04-07 07:27:00,23.3,133,25.8
A->B,2025-04-07 07:29:00,29.3,156,20.5
B->C,2025-04-07 07:31:00,25.4,144,23.7
B->D,2025-04-07 07:32:00,16.7,148,35.8
A->C,2025-04-07 07:32:00,29.8,118,20.1
C->D,2025-04-07 07:33:00,17.2,142,34.8
B->D,2025-04-07 07:33:00,17.8,162,33.8
A->B,2025-04-07 07:33:00,29.2,148,20.5
B->D,2025-04-07 07:33:00,16.3,150,36.8
A->B,2025-04-07 07:35:00,22.2,126,27.1
C->D,2025-04-07 07:35:00,29.9,169,20.0
B->C,2025-04-07 07:35:00,21.1,163,28.4
B->D,2025-04-07 07:35:00,15.7,138,38.1
C->D,2025-04-07 07:36:00,32.3,156,18.6
A->B,2025-04-07 07:36:00,22.2,135,27.0
A->C,2025-04-07 07:36:00,22.1,157,27.2
B->C,2025-04-07 07:37:00,31.2,139,19.2
A->B,2025-04-07 07:37:00,34.7,126,17.3
B->D,2025-04-07 07:38:00,26.2,142,22.9
A->B,2025-04-07 07:38:00,19.7,156,30.4
A->B,2025-04-07 07:38:00,15.7,138,38.2
A->C,2025-04-07 07:40:00,19.5,162,30.8
A->C,2025-04-07 07:41:00,26.5,147,22.7
A->C,2025-04-07 07:41:00,25.2,147,23.8
B->D,2025-04-07 07:41:00,31.2,136,19.2
C->D,2025-04-07 07:41:00,24.0,120,25.0
C->D,2025-04-07 07:41:00,17.9,136,33.5
B->D,2025-04-07 07:41:00,32.6,162,18.4
B->D,2025-04-07 07:42:00,26.7,154,22.4
C->D,2025-04-07 07:42:00,29.4,159,20.4
B->C,2025-04-07 07:42:00,26.2,141,22.9
A->B,2025-04-07 07:43:00,21.1,123,28.5
B->D,2025-04-07 07:43:00,31.9,160,18.8
A->C,2025-04-07 07:44:00,26.5,160,22.7
B->C,2025-04-07 07:45:00,22.6,150,26.6
C->D,2025-04-07 07:46:00,18.4,160,32.6
B->C,2025-04-07 07:46:00,25.3,160,23.7
C->D,2025-04-07 07:46:00,25.4,147,23.6
B->C,2025-04-07 07:46:00,34.0,150,17.6
A->C,2025-04-07 07:47:00,35.0,177,17.1
C->D,2025-04-07 07:48:00,27.1,138,22.1
A->C,2025-04-07 07:49:00,32.4,150,18.5
C->D,2025-04-07 07:49:00,34.6,165,17.3
A->C,2025-04-07 07:50:00,24.8,145,24.2
B->C,2025-04-07 07:51:00,28.7,141,20.9
B->C,2025-04-07 07:51:00,29.3,136,20.5
C->D,2025-04-07 07:51:00,32.0,160,18.8
A->B,2025-04-07 07:52:00,21.6,120,27.8
B->D,2025-04-07 07:52:00,32.2,132,18.6
A->B,2025-04-07 07:53:00,16.1,192,37.2
C->D,2025-04-07 07:53:00,15.1,175,39.7
B->C,2025-04-07 07:53:00,30.8,166,19.5
C->D,2025-04-07 07:54:00,34.4,114,17.4
B->C,2025-04-07 07:54:00,19.1,162,31.4
A->C,2025-04-07 07:55:00,30.9,166,19.4
A->B,2025-04-07 07:56:00,23.6,130,25.4
A->C,2025-04-07 07:57:00,18.8,124,32.0
B->C,2025-04-07 07:59:00,26.0,126,23.1
C->D,2025-04-07 08:00:00,16.9,138,35.4
C->D,2025-04-07 08:00:00,30.0,123,20.0
A->C,2025-04-07 08:00:00,15.5,156,38.8
A->B,2025-04-07 08:01:00,15.9,148,37.7
C->D,2025-04-07 08:02:00,17.9,165,33.5
B->D,2025-04-07 08:02:00,34.7,151,17.3
B->D,2025-04-07 08:02:00,26.1,144,23.0
B->D,2025-04-07 08:03:00,28.1,141,21.4
C->D,2025-04-07 08:03:00,19.8,148,30.3
A->C,2025-04-07 08:04:00,23.6,148,25.5
A->C,2025-04-07 08:06:00,17.6,150,34.1
B->D,2025-04-07 08:06:00,29.0,150,20.7
A->C,2025-04-07 08:07:00,17.2,162,34.9
B->C,2025-04-07 08:07:00,34.2,168,17.6
A->C,2025-04-07 08:08:00,32.3,138,18.6
B->C,2025-04-07 08:08:00,18.3,186,32.7
B->D,2025-04-07 08:09:00,17.0,180,35.3
B->D,2025-04-07 08:10:00,24.9,157,24.1
C->D,2025-04-07 08:10:00,23.7,124,25.3
B->D,2025-04-07 08:10:00,26.3,159,22.8
A->B,2025-04-07 08:12:00,20.7,162,29.0
B->D,2025-04-07 08:13:00,24.1,135,24.9
C->D,2025-04-07 08:13:00,24.0,165,25.0
A->C,2025-04-07 08:13:00,23.7,147,25.3
C->D,2025-04-07 08:14:00,30.2,141,19.9
A->C,2025-04-07 08:14:00,21.5,139,27.9
B->D,2025-04-07 08:15:00,30.9,106,19.4
B->C,2025-04-07 08:15:00,24.8,147,24.2
C->D,2025-04-07 08:17:00,19.3,153,31.1
A->B,2025-04-07 08:17:00,16.9,129,35.5
C->D,2025-04-07 08:19:00,29.7,133,20.2
C->D,2025-04-07 08:19:00,31.3,153,19.2
C->D,2025-04-07 08:19:00,32.1,141,18.7
B->C,2025-04-07 08:21:00,26.8,129,22.4
A->C,2025-04-07 08:21:00,34.4,160,17.5
C->D,2025-04-07 08:21:00,28.5,166,21.0
A->C,2025-04-07 08:22:00,16.0,153,37.4
A->C,2025-04-07 08:24:00,28.6,151,21.0
B->D,2025-04-07 08:24:00,27.1,160,22.2
B->D,2025-04-07 08:25:00,34.2,163,17.5
B->C,2025-04-07 08:25:00,27.5,160,21.8
C->D,2025-04-07 08:25:00,21.4,154,28.0
A->C,2025-04-07 08:26:00,20.8,142,28.8
A->C,2025-04-07 08:26:00,29.4,157,20.4
B->C,2025-04-07 08:27:00,22.4,127,26.8
A->C,2025-04-07 08:28:00,26.1,171,23.0
B->D,2025-04-07 08:29:00,22.8,129,26.3
B->D,2025-04-07 08:29:00,21.8,162,27.6
A->B,2025-04-07 08:30:00,16.7,148,36.0
B->D,2025-04-07 08:30:00,25.0,139,24.0
A->C,2025-04-07 08:30:00,18.7,151,32.0
B->D,2025-04-07 08:30:00,20.0,174,29.9
C->D,2025-04-07 08:32:00,26.8,189,22.4
B->C,2025-04-07 08:33:00,23.6,160,25.4
A->C,2025-04-07 08:34:00,34.4,153,17.4
A->C,2025-04-07 08:35:00,24.6,157,24.4
A->C,2025-04-07 08:35:00,28.8,160,20.9
B->C,2025-04-07 08:36:00,16.7,157,35.9
A->C,2025-04-07 08:36:00,30.6,163,19.6
C->D,2025-04-07 08:36:00,29.0,144,20.7
C->D,2025-04-07 08:36:00,22.4,115,26.8
A->B,2025-04-07 08:36:00,32.7,160,18.4
B->D,2025-04-07 08:37:00,17.4,148,34.4
B->D,2025-04-07 08:37:00,34.7,166,17.3
A->C,2025-04-07 08:38:00,20.6,156,29.1
A->C,2025-04-07 08:38:00,23.0,139,26.1
B->C,2025-04-07 08:38:00,24.7,160,24.3
C->D,2025-04-07 08:38:00,21.6,159,27.8
C->D,2025-04-07 08:39:00,24.7,150,24.3
B->C,2025-04-07 08:40:00,32.9,141,18.2
A->C,2025-04-07 08:40:00,30.2,156,19.9
B->C,2025-04-07 08:41:00,26.2,157,22.9
A->B,2025-04-07 08:42:00,26.3,178,22.8
C->D,2025-04-07 08:42:00,23.1,114,25.9
A->B,2025-04-07 08:43:00,23.8,180,25.2
B->D,2025-04-07 08:43:00,27.6,135,21.7
C->D,2025-04-07 08:44:00,31.6,153,19.0
B->C,2025-04-07 08:45:00,30.6,133,19.6
B->C,2025-04-07 08:46:00,15.6,153,38.6
A->B,2025-04-07 08:46:00,26.7,133,22.5
A->C,2025-04-07 08:46:00,16.3,133,36.8
C->D,2025-04-07 08:47:00,31.5,157,19.0
B->D,2025-04-07 08:47:00,30.4,150,19.7
B->C,2025-04-07 08:48:00,18.1,162,33.1
A->C,2025-04-07 08:49:00,29.3,135,20.5
A->B,2025-04-07 08:49:00,32.4,157,18.5
B->C,2025-04-07 08:50:00,33.5,160,17.9
B->C,2025-04-07 08:50:00,29.8,163,20.2
B->D,2025-04-07 08:51:00,32.3,150,18.6
A->B,2025-04-07 08:51:00,28.4,145,21.1
C->D,2025-04-07 08:51:00,19.0,175,31.6
B->C,2025-04-07 08:51:00,19.5,154,30.7
A->C,2025-04-07 08:51:00,27.2,156,22.1
C->D,2025-04-07 08:52:00,19.8,156,30.2
A->B,2025-04-07 08:53:00,19.5,181,30.7
A->C,2025-04-07 08:54:00,25.8,145,23.3
A->B,2025-04-07 08:55:00,25.7,123,23.4
A->B,2025-04-07 08:56:00,22.4,144,26.8
C->D,2025-04-07 08:57:00,24.8,132,24.2
C->D,2025-04-07 08:57:00,19.1,159,31.4
B->D,2025-04-07 08:58:00,29.4,171,20.4
A->B,2025-04-07 09:00:00,26.5,150,22.6
B->C,2025-04-07 09:01:00,19.0,159,31.6
B->C,2025-04-07 09:01:00,25.3,148,23.7
B->D,2025-04-07 09:02:00,19.9,163,30.1
B->D,2025-04-07 09:02:00,25.1,120,23.9
C->D,2025-04-07 09:02:00,34.7,150,17.3
A->C,2025-04-07 09:03:00,15.1,159,39.7
A->C,2025-04-07 09:03:00,18.1,165,33.1
B->C,2025-04-07 09:03:00,16.2,157,37.0
B->D,2025-04-07 09:04:00,15.1,138,39.9
C->D,2025-04-07 09:04:00,19.2,123,31.3
C->D,2025-04-07 09:05:00,25.0,171,24.0
B->D,2025-04-07 09:06:00,29.8,154,20.1
B->C,2025-04-07 09:07:00,15.7,142,38.2
B->D,2025-04-07 09:07:00,17.7,148,33.9
C->D,2025-04-07 09:07:00,16.7,151,36.0
B->C,2025-04-07 09:07:00,33.5,148,17.9
A->B,2025-04-07 09:08:00,30.1,171,19.9
B->D,2025-04-07 09:09:00,23.6,174,25.4
B->C,2025-04-07 09:09:00,20.6,154,29.1
C->D,2025-04-07 09:09:00,32.8,150,18.3
A->C,2025-04-07 09:10:00,33.4,135,17.9
A->B,2025-04-07 09:10:00,22.0,175,27.3
A->B,2025-04-07 09:10:00,18.3,145,32.8
B->C,2025-04-07 09:11:00,16.3,162,36.7
A->C,2025-04-07 09:11:00,26.6,162,22.6
C->D,2025-04-07 09:13:00,30.5,126,19.7
A->B,2025-04-07 09:13:00,25.7,150,23.4
A->C,2025-04-07 09:14:00,22.9,139,26.2
B->D,2025-04-07 09:14:00,34.2,133,17.5
B->C,2025-04-07 09:15:00,22.7,172,26.4
A->B,2025-04-07 09:16:00,16.6,151,36.1
